order_mode,seed,experiment_name,output_dir,model,optimizer,epochs,batch_size,max_train_examples,learning_rate,momentum,weight_decay,device,deterministic,save_embeddings,epoch,train_loss,train_accuracy,grad_norm_mean,grad_norm_std,grad_cosine_mean,grad_cosine_std,grad_variance,test_loss,test_accuracy,epoch_time_sec
label_block_random,0,results_adamw_lr0p01,results_adamw_lr0p01,small_cnn,adamw,10,128,20000,0.01,0.9,0.0005,cuda,False,False,1,39.544305968237666,0.2362,61.471946716308594,346.13043212890625,0.9113515019416809,0.29647096991539,120452.9193237825,2.3162501205444337,0.1,9.608948230743408
label_block_random,0,results_adamw_lr0p01,results_adamw_lr0p01,small_cnn,adamw,10,128,20000,0.01,0.9,0.0005,cuda,False,False,2,2.4206409271240235,0.0296,0.9488431811332703,0.05770391970872879,0.9460025429725647,0.1961037963628769,0.9003830158972606,2.3071474239349365,0.1,9.522882461547852
label_block_random,0,results_adamw_lr0p01,results_adamw_lr0p01,small_cnn,adamw,10,128,20000,0.01,0.9,0.0005,cuda,False,False,3,2.4198456798553467,0.0616,0.948707640171051,0.05688656494021416,0.9459543228149414,0.1962580531835556,0.9013273392438337,2.303661828613281,0.1,9.51423692703247
label_block_random,0,results_adamw_lr0p01,results_adamw_lr0p01,small_cnn,adamw,10,128,20000,0.01,0.9,0.0005,cuda,False,False,4,2.4220842544555663,0.0424,0.9490686655044556,0.056940168142318726,0.9457767009735107,0.19710318744182587,0.9017612527672179,2.305426540374756,0.1,9.557432174682617
label_block_random,0,results_adamw_lr0p01,results_adamw_lr0p01,small_cnn,adamw,10,128,20000,0.01,0.9,0.0005,cuda,False,False,5,2.4181666511535647,0.1,0.9486193060874939,0.05684850364923477,0.9458460807800293,0.1966506689786911,0.9011999494120521,2.305300978088379,0.1,9.701074600219727
label_block_random,0,results_adamw_lr0p01,results_adamw_lr0p01,small_cnn,adamw,10,128,20000,0.01,0.9,0.0005,cuda,False,False,6,2.418254095840454,0.0424,0.9486464858055115,0.05720830708742142,0.94575035572052,0.19714105129241943,0.9007516591039854,2.3057113826751707,0.1,9.509777069091797
label_block_random,0,results_adamw_lr0p01,results_adamw_lr0p01,small_cnn,adamw,10,128,20000,0.01,0.9,0.0005,cuda,False,False,7,2.417889638900757,0.1,0.9485852718353271,0.05649040639400482,0.9459291696548462,0.19639968872070312,0.9015576314469603,2.3046990489959716,0.1,9.581380367279053
label_block_random,0,results_adamw_lr0p01,results_adamw_lr0p01,small_cnn,adamw,10,128,20000,0.01,0.9,0.0005,cuda,False,False,8,2.4207562576293946,0.1,0.9488508701324463,0.057029180228710175,0.9458650946617126,0.19671547412872314,0.9016904866974941,2.3050642990112307,0.1,9.636244773864746
label_block_random,0,results_adamw_lr0p01,results_adamw_lr0p01,small_cnn,adamw,10,128,20000,0.01,0.9,0.0005,cuda,False,False,9,2.4220673542022704,0.1,0.9490251541137695,0.05823564901947975,0.9457946419715881,0.19697752594947815,0.90077438606196,2.3042780364990234,0.1,9.641408920288086
label_block_random,0,results_adamw_lr0p01,results_adamw_lr0p01,small_cnn,adamw,10,128,20000,0.01,0.9,0.0005,cuda,False,False,10,2.4198714839935302,0.0552,0.9488441944122314,0.05644313618540764,0.945884644985199,0.19659577310085297,0.9019294461266614,2.3047944229125976,0.1,9.650820016860962
