order_mode,seed,experiment_name,output_dir,model,optimizer,epochs,batch_size,max_train_examples,learning_rate,momentum,weight_decay,device,deterministic,save_embeddings,epoch,train_loss,train_accuracy,grad_norm_mean,grad_norm_std,grad_cosine_mean,grad_cosine_std,grad_variance,test_loss,test_accuracy,epoch_time_sec
label_sorted,1,results_v3_lr0p1,results_v3_lr0p1,small_cnn,sgd,10,128,20000,0.1,0.9,0.0005,cuda,False,False,1,3607979556.4868555,0.6559,85225024.0,1063182400.0,0.8566424250602722,0.40357062220573425,1.1303742290723251e+18,7.173167105102539,0.1,10.098563432693481
label_sorted,1,results_v3_lr0p1,results_v3_lr0p1,small_cnn,sgd,10,128,20000,0.1,0.9,0.0005,cuda,False,False,2,4.805182470923662,0.1816,1.14922297000885,0.42264121770858765,0.9090480804443359,0.3466581106185913,1.4992538770382238,7.037969480895996,0.1,10.325281858444214
label_sorted,1,results_v3_lr0p1,results_v3_lr0p1,small_cnn,sgd,10,128,20000,0.1,0.9,0.0005,cuda,False,False,3,4.813354489392042,0.1752,1.150886058807373,0.4208674132823944,0.9094451069831848,0.3443898558616638,1.5016311777628968,6.916595376586914,0.1,10.392890453338623
label_sorted,1,results_v3_lr0p1,results_v3_lr0p1,small_cnn,sgd,10,128,20000,0.1,0.9,0.0005,cuda,False,False,4,4.799582808709145,0.1752,1.1502467393875122,0.4212768077850342,0.9087901711463928,0.3477747142314911,1.5005247991854305,6.96721547241211,0.1,10.453246831893921
label_sorted,1,results_v3_lr0p1,results_v3_lr0p1,small_cnn,sgd,10,128,20000,0.1,0.9,0.0005,cuda,False,False,5,4.820670862346888,0.1752,1.1518182754516602,0.41996610164642334,0.9092361330986023,0.34553879499435425,1.503049606180457,6.808531454467773,0.1,10.302237510681152
label_sorted,1,results_v3_lr0p1,results_v3_lr0p1,small_cnn,sgd,10,128,20000,0.1,0.9,0.0005,cuda,False,False,6,4.797590865153074,0.1752,1.150273084640503,0.4212552607059479,0.9089250564575195,0.3470851182937622,1.50058066939529,6.903574491882324,0.1,10.149270057678223
label_sorted,1,results_v3_lr0p1,results_v3_lr0p1,small_cnn,sgd,10,128,20000,0.1,0.9,0.0005,cuda,False,False,7,4.813028532397747,0.1752,1.15132737159729,0.42033103108406067,0.9090033769607544,0.34670448303222656,1.5022314066447287,6.8164585517883305,0.1,10.631347417831421
label_sorted,1,results_v3_lr0p1,results_v3_lr0p1,small_cnn,sgd,10,128,20000,0.1,0.9,0.0005,cuda,False,False,8,4.801680305355787,0.1752,1.1505622863769531,0.4210115075111389,0.9089600443840027,0.34691324830055237,1.5010436839888848,6.863114314270019,0.1,11.48795771598816
label_sorted,1,results_v3_lr0p1,results_v3_lr0p1,small_cnn,sgd,10,128,20000,0.1,0.9,0.0005,cuda,False,False,9,4.806660692042112,0.1688,1.1508771181106567,0.4207361936569214,0.9089714884757996,0.3468591868877411,1.5015365009027515,6.842334539031983,0.1,11.0397789478302
label_sorted,1,results_v3_lr0p1,results_v3_lr0p1,small_cnn,sgd,10,128,20000,0.1,0.9,0.0005,cuda,False,False,10,4.804492919850349,0.1688,1.1507469415664673,0.42084577679634094,0.9089588522911072,0.3469166159629822,1.5013292489319343,6.851243354034424,0.1,10.318522453308105
