order_mode,seed,model,optimizer,epochs,batch_size,learning_rate,momentum,weight_decay,device,deterministic,epoch,train_loss,train_accuracy,grad_norm_mean,grad_norm_std,test_loss,test_accuracy,epoch_time_sec
label_sorted,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,1,2.2620510585784914,0.124,3.375546932220459,2.6544864177703857,2.293785134124756,0.1356,9.542691707611084
label_sorted,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,2,2.3008904056549073,0.01815,1.7003254890441895,0.5708184242248535,2.2662679161071777,0.162,8.971935749053955
label_sorted,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,3,2.12411764125824,0.19885,3.8317513465881348,2.3616862297058105,2.7738557369232177,0.1,9.035045385360718
label_sorted,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,4,1.9644383251190185,0.2868,5.098503589630127,3.0475616455078125,2.166888473892212,0.1367,9.06492805480957
label_sorted,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,5,1.517919007074833,0.4604,6.054722309112549,4.515456676483154,2.070069107055664,0.2232,9.032123565673828
label_sorted,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,6,1.2906210028171539,0.5868,6.242948532104492,4.984492301940918,3.225343724822998,0.1715,9.048423767089844
label_sorted,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,7,1.3481228077232839,0.5568,5.782682418823242,4.179469585418701,2.4942191688537596,0.213,9.263860702514648
label_sorted,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,8,1.6364677194654942,0.41215,4.73724889755249,2.5217864513397217,2.3847501350402833,0.2573,9.076769828796387
label_sorted,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,9,1.522793998026848,0.4231,5.445052146911621,3.200528383255005,1.9921840366363526,0.3566,9.206451892852783
label_sorted,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,10,1.4136708013653756,0.51705,4.901080131530762,2.5154714584350586,2.6735305149078368,0.3634,13.546276092529297
