order_mode,seed,model,optimizer,epochs,batch_size,learning_rate,momentum,weight_decay,device,deterministic,epoch,train_loss,train_accuracy,grad_norm_mean,grad_norm_std,test_loss,test_accuracy,epoch_time_sec
label_block_random,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,1,2.242850974845886,0.13355,3.7576310634613037,3.0308163166046143,2.283164008331299,0.1545,11.446947813034058
label_block_random,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,2,2.3308742210388185,0.0319,2.149873971939087,1.0141798257827759,2.2349002632141115,0.2009,11.437091588973999
label_block_random,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,3,2.040385206794739,0.2869,4.780729293823242,2.7303028106689453,2.2119396965026854,0.1858,11.346032857894897
label_block_random,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,4,1.9920194275379182,0.3982,4.796149253845215,4.546824932098389,1.9089434562683105,0.2798,11.531091213226318
label_block_random,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,5,1.8917810164451598,0.25175,3.867321252822876,1.0961610078811646,1.8082923685073853,0.3105,11.445757865905762
label_block_random,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,6,1.521461588871479,0.4417,5.015686511993408,2.551332950592041,2.139390155029297,0.1976,11.43491506576538
label_block_random,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,7,1.4506640316069126,0.47225,5.08420467376709,3.0426106452941895,2.4735344860076904,0.2339,12.23034954071045
label_block_random,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,8,1.5621486445903778,0.3797,4.703612327575684,3.6596148014068604,1.4212595008850097,0.476,11.950963497161865
label_block_random,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,9,1.4766658566951751,0.4372,4.331145286560059,1.8916208744049072,1.4753350173950195,0.4316,11.935060262680054
label_block_random,0,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,10,1.2385310953497886,0.56225,4.248266696929932,2.4457335472106934,1.7941689918518067,0.4479,11.991535902023315
