order_mode,seed,model,optimizer,epochs,batch_size,learning_rate,momentum,weight_decay,device,deterministic,epoch,train_loss,train_accuracy,grad_norm_mean,grad_norm_std,test_loss,test_accuracy,epoch_time_sec
label_sorted,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,1,2.2894056463241577,0.15705,3.5767059326171875,3.716742992401123,2.294638911437988,0.1,22.915396690368652
label_sorted,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,2,2.3306568618774413,0.016,1.3801003694534302,0.3815426230430603,2.2745212421417236,0.1845,23.000116109848022
label_sorted,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,3,2.271509192276001,0.05795,2.872671604156494,1.1004078388214111,2.3072863697052,0.1,23.114665031433105
label_sorted,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,4,1.9965166445016862,0.24985,4.852542400360107,3.088635206222534,3.844442868041992,0.1,23.068978548049927
label_sorted,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,5,1.8198034051895142,0.30605,5.81351375579834,3.051692485809326,3.0651771675109862,0.1,11.883331775665283
label_sorted,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,6,1.5484447474837304,0.4322,6.142709732055664,3.711829423904419,3.014129964065552,0.1036,9.207186698913574
label_sorted,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,7,1.4796452975273133,0.4127,5.312784194946289,4.071234703063965,3.0295739013671876,0.1114,9.348328590393066
label_sorted,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,8,1.2609277755260468,0.5414,5.7377028465271,3.9476664066314697,2.949804038619995,0.2377,9.679184436798096
label_sorted,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,9,1.4687903510451317,0.5037,5.680229663848877,4.132604598999023,2.7669113288879394,0.2665,10.016412734985352
label_sorted,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,10,1.5581524610638617,0.4256,5.144899845123291,2.671520471572876,1.9575006832122803,0.3727,10.015028715133667
