order_mode,seed,model,optimizer,epochs,batch_size,learning_rate,momentum,weight_decay,device,deterministic,epoch,train_loss,train_accuracy,grad_norm_mean,grad_norm_std,test_loss,test_accuracy,epoch_time_sec
label_block_random,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,1,2.246019953918457,0.1706,4.263283729553223,3.7681102752685547,2.2981528663635253,0.1,11.055630683898926
label_block_random,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,2,2.338551881790161,0.07265,1.4596941471099854,0.3212282359600067,2.2496768718719484,0.2184,10.87822961807251
label_block_random,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,3,2.2148616855621337,0.1376,3.728686571121216,1.8378748893737793,2.1927743824005126,0.1065,11.018537759780884
label_block_random,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,4,2.0766927318811415,0.1311,3.920994758605957,1.7158360481262207,3.571781772994995,0.1963,10.975799560546875
label_block_random,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,5,1.9220915501713753,0.30545,5.341759204864502,4.301005840301514,1.9330803333282471,0.3087,11.094496965408325
label_block_random,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,6,1.8706820001602174,0.3211,4.6934003829956055,2.0489516258239746,1.8333931907653809,0.2433,11.066399335861206
label_block_random,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,7,1.6465609512329102,0.3727,5.504462718963623,2.8414721488952637,1.676752085494995,0.3644,10.958257675170898
label_block_random,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,8,1.6133737768173217,0.3557,4.156525611877441,2.1609814167022705,1.4960476091384887,0.454,11.021644830703735
label_block_random,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,9,1.4780034023284911,0.46545,4.463354587554932,2.3975865840911865,1.6765509586334228,0.4962,11.024759769439697
label_block_random,1,small_cnn,sgd,10,128,0.001,0.9,0.0005,cpu,False,10,1.4947569370746612,0.4593,4.046639442443848,2.0949082374572754,1.4272662233352662,0.4186,11.036442756652832
