order_mode,seed,experiment_name,output_dir,model,optimizer,epochs,batch_size,max_train_examples,learning_rate,momentum,weight_decay,device,deterministic,save_embeddings,epoch,train_loss,train_accuracy,grad_norm_mean,grad_norm_std,grad_cosine_mean,grad_cosine_std,grad_variance,test_loss,test_accuracy,epoch_time_sec
curriculum_easy,1,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cuda,False,True,1,0.6448861249923706,0.7633,1.5986396074295044,1.1535109281539917,0.33271142840385437,0.3423123359680176,3.8718706434786436,1.5428112949371338,0.4377,9.97733736038208
curriculum_easy,1,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cuda,False,True,2,0.4368154010772705,0.84145,1.1591236591339111,0.737756073474884,0.33702898025512695,0.28631412982940674,1.8812729751079813,1.4991795585632324,0.4828,9.364623308181763
curriculum_easy,1,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cuda,False,True,3,0.36999264290332795,0.86535,1.132298469543457,0.56562739610672,0.31608834862709045,0.2695878744125366,1.5967523985672296,1.2425555523872376,0.5876,9.503374338150024
curriculum_easy,1,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cuda,False,True,4,0.28694665813446046,0.89335,0.9386350512504578,0.3433549404144287,0.2491987645626068,0.25507307052612305,0.9965232565289913,0.781969176197052,0.7247,9.268420457839966
curriculum_easy,1,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cuda,False,True,5,0.24259891645908355,0.91135,0.9096328616142273,0.2955041825771332,0.19247674942016602,0.2770402133464813,0.9130207397751916,0.7593799732685089,0.7371,9.299385786056519
curriculum_easy,1,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cuda,False,True,6,0.22236161859035491,0.91865,0.9432293176651001,0.31127694249153137,0.2250145524740219,0.28713899850845337,0.9851505180544324,0.7464947339057922,0.7379,9.340232849121094
curriculum_easy,1,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cuda,False,True,7,0.1932698308467865,0.93045,0.9088541269302368,0.3383645713329315,0.2198306769132614,0.2746567130088806,0.9392700321859625,0.8517660290718079,0.7213,9.479712724685669
curriculum_easy,1,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cuda,False,True,8,0.16919389278888702,0.93835,0.9447614550590515,0.318024605512619,0.20774216949939728,0.2544388473033905,0.9924156133431509,0.7909454842567444,0.7511,9.678764581680298
curriculum_easy,1,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cuda,False,True,9,0.15960163458585738,0.94235,0.9965006709098816,0.40495389699935913,0.24231676757335663,0.26563313603401184,1.1555083795866283,0.8429056924819947,0.7495,9.397590637207031
curriculum_easy,1,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cuda,False,True,10,0.156928418135643,0.9424,0.974644660949707,0.39078769087791443,0.23961563408374786,0.25840499997138977,1.1007090766375662,0.9612804190635681,0.7221,9.63554310798645
