order_mode,seed,experiment_name,output_dir,model,optimizer,epochs,batch_size,max_train_examples,learning_rate,momentum,weight_decay,device,deterministic,save_embeddings,epoch,train_loss,train_accuracy,grad_norm_mean,grad_norm_std,grad_cosine_mean,grad_cosine_std,test_loss,test_accuracy,epoch_time_sec
label_block_random,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,1,2368030947077677.0,0.47705,17778826280960.0,222057459613696.0,0.8666601181030273,0.3339886963367462,3.640359464645386,0.1,15.60465145111084
label_block_random,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,2,3.3055215428352356,0.036,1.1560159921646118,0.1934179961681366,0.9340443015098572,0.23660433292388916,3.4059919105529786,0.1,14.385768413543701
label_block_random,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,3,3.2591455209732056,0.0472,1.1501919031143188,0.1963520050048828,0.9345239400863647,0.23330961167812347,3.5455842796325685,0.1,14.222090005874634
label_block_random,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,4,3.288440993976593,0.0344,1.1536959409713745,0.19580380618572235,0.9349929690361023,0.230546772480011,3.456866349029541,0.1,13.653180599212646
label_block_random,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,5,3.2658900353431704,0.0424,1.150653600692749,0.19672830402851105,0.9345464110374451,0.23572655022144318,3.53532244682312,0.1,14.429433584213257
label_block_random,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,6,3.1426256846427916,0.0616,1.1334047317504883,0.21852628886699677,0.9268991947174072,0.2581004202365875,3.427637685394287,0.1,14.307226419448853
label_block_random,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,7,3.102802698469162,0.1304,1.0661038160324097,0.3658004403114319,0.9383608102798462,0.2415040135383606,3.579127705383301,0.1,13.923905849456787
label_block_random,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,8,3.264725824546814,0.0536,1.1503137350082397,0.19882646203041077,0.934807538986206,0.23305882513523102,3.6164718448638915,0.1,13.843733787536621
label_block_random,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,9,3.158276914024353,0.0536,1.1382774114608765,0.21080118417739868,0.9296189546585083,0.26232075691223145,3.4052151527404786,0.1,13.983781814575195
label_block_random,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,10,3.2630405663490296,0.0472,1.1505095958709717,0.1986575722694397,0.9348956942558289,0.23228104412555695,3.454261130142212,0.1,15.025975227355957
