order_mode,seed,experiment_name,output_dir,model,optimizer,epochs,batch_size,max_train_examples,learning_rate,momentum,weight_decay,device,deterministic,save_embeddings,epoch,train_loss,train_accuracy,grad_norm_mean,grad_norm_std,grad_cosine_mean,grad_cosine_std,test_loss,test_accuracy,epoch_time_sec
curriculum_easy,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,1,0.626203948688507,0.7719,1.5862112045288086,0.9232394695281982,0.28825193643569946,0.3172793388366699,1.6143031976699829,0.4396,17.174296855926514
curriculum_easy,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,2,0.4499220766067505,0.83515,1.267410397529602,0.570428729057312,0.32659825682640076,0.2939488887786865,1.2620313745498657,0.542,15.15767765045166
curriculum_easy,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,3,0.3513467391014099,0.8732,1.106647253036499,0.4921242296695709,0.25822144746780396,0.29735657572746277,0.9531677548408508,0.6543,15.1342191696167
curriculum_easy,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,4,0.296303688621521,0.8932,1.0031778812408447,0.3728981912136078,0.27058878540992737,0.3229660093784332,0.9722096040725708,0.6644,15.256668329238892
curriculum_easy,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,5,0.277583056807518,0.8974,1.0046517848968506,0.3725423812866211,0.2842433452606201,0.28801214694976807,1.0856420864105225,0.6421,15.059692621231079
curriculum_easy,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,6,0.24714905676841736,0.9089,1.0018805265426636,0.37879955768585205,0.21320311725139618,0.2510876953601837,0.981878503704071,0.6718,14.631882905960083
curriculum_easy,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,7,0.2212370788693428,0.91735,0.9658775329589844,0.3955373764038086,0.22669266164302826,0.2613247334957123,0.7924036306381226,0.7134,15.891124725341797
curriculum_easy,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,8,0.21294466313123703,0.91995,1.0098189115524292,0.3575698137283325,0.21431246399879456,0.2547866404056549,0.8906200597763062,0.7172,13.419687032699585
curriculum_easy,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,9,0.19070606727600098,0.9295,0.9277684092521667,0.32906001806259155,0.20415134727954865,0.2687681317329407,0.7418758220672608,0.7517,15.11330509185791
curriculum_easy,2,results_v3_main,results_v3_main,small_cnn,sgd,10,128,20000,0.05,0.9,0.0005,cpu,False,True,10,0.1719862168431282,0.9376,0.968371570110321,0.38792386651039124,0.20293080806732178,0.25564056634902954,1.1480016758441924,0.718,21.284274101257324
