order_mode,seed,model,optimizer,epochs,batch_size,learning_rate,momentum,weight_decay,device,deterministic,epoch,train_loss,train_accuracy,grad_norm_mean,grad_norm_std,test_loss,test_accuracy,epoch_time_sec
label_block_random,1,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,1,,0.664,,,,0.1,12.604066610336304
label_block_random,1,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,2,,0.1,,,,0.1,10.922248125076294
label_block_random,1,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,3,,0.1,,,,0.1,10.588635444641113
label_block_random,1,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,4,,0.1,,,,0.1,11.01633334159851
label_block_random,1,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,5,,0.1,,,,0.1,10.875759363174438
label_block_random,1,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,6,,0.1,,,,0.1,11.02061414718628
label_block_random,1,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,7,,0.1,,,,0.1,10.897516965866089
label_block_random,1,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,8,,0.1,,,,0.1,10.759981393814087
label_block_random,1,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,9,,0.1,,,,0.1,10.8788321018219
label_block_random,1,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,10,,0.1,,,,0.1,10.631063461303711
