order_mode,seed,model,optimizer,epochs,batch_size,learning_rate,momentum,weight_decay,device,deterministic,epoch,train_loss,train_accuracy,grad_norm_mean,grad_norm_std,test_loss,test_accuracy,epoch_time_sec
label_block_random,0,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,1,,0.59095,,,,0.1,12.97665286064148
label_block_random,0,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,2,,0.1,,,,0.1,11.783949375152588
label_block_random,0,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,3,,0.1,,,,0.1,11.71073031425476
label_block_random,0,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,4,,0.1,,,,0.1,12.079300165176392
label_block_random,0,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,5,,0.1,,,,0.1,11.984516382217407
label_block_random,0,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,6,,0.1,,,,0.1,12.368568181991577
label_block_random,0,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,7,,0.1,,,,0.1,12.259702920913696
label_block_random,0,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,8,,0.1,,,,0.1,12.371424674987793
label_block_random,0,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,9,,0.1,,,,0.1,11.245105981826782
label_block_random,0,small_cnn,sgd,10,128,0.05,0.9,0.0005,cpu,False,10,,0.1,,,,0.1,11.480078935623169
